秒數,韌體值
1676,1.607941176
1677,1.925808824
1678,2.157941176
1679,2.259044118
1680,2.32375
1681,2.415147059
1682,2.514632353
1683,2.606029412
1684,2.635955882
1685,2.523529412
1686,2.276838235
1687,1.96625
1688,1.645955882
1689,1.354779412
1690,1.106470588
1691,0.902647059
1692,0.793455882
1693,0.850882353
1694,1.056323529
1695,1.337794118
1696,1.591764706
1697,1.754338235
1698,1.902352941
1699,2.083529412
1700,2.271985294
1701,2.449117647
1702,2.602794118
1703,2.723308824
1704,2.768602941
1705,2.6675
1706,2.436176471
1707,2.137720588
1708,1.817426471
1709,1.514926471
1710,1.252867647
1711,1.040147059
1712,0.917205882
1713,0.951985294
1714,1.133970588
1715,1.396838235
1716,1.687205882
1717,1.975955882
1718,2.24125
1719,2.415147059
1720,2.459632353
1721,2.475
1722,2.520294118
1723,2.576102941
1724,2.580955882
1725,2.459632353
1726,2.225073529
1727,1.931470588
1728,1.621691176
1729,1.335367647
1730,1.095147059
1731,0.905073529
1732,0.807205882
1733,0.868676471
1734,1.066029412
1735,1.33375
1736,1.573970588
1737,1.666985294
1738,1.656470588
1739,1.637867647
1740,1.613602941
1741,1.639485294
1742,1.751102941
1743,1.914485294
1744,2.055220588
1745,2.077058824
1746,1.968676471
1747,1.780220588
1748,1.558602941
1749,1.331323529
1750,1.120220588
1751,0.943897059
1752,0.849264706
1753,0.905073529
1754,1.103235294
1755,1.382279412
1756,1.688823529
1757,1.932279412
1758,2.001029412
1759,1.954926471
1760,1.9525
1761,2.030147059
1762,2.147426471
1763,2.280882353
1764,2.365
1765,2.320514706
1766,2.150661765
1767,1.902352941
1768,1.619264706
1769,1.340220588
1770,1.088676471
1771,0.875147059
1772,0.753823529
1773,0.798308824
1774,0.994852941
1775,1.273897059
1776,1.523014706
1777,1.620073529
1778,1.616838235
1779,1.666176471
1780,1.803676471
1781,1.984044118
1782,2.176544118
1783,2.356102941
1784,2.470147059
1785,2.445073529
1786,2.280882353
1787,2.032573529
1788,1.747058824
1789,1.468823529
1790,1.219705882
1791,1.001323529
1792,0.861397059
1793,0.884044118
1794,1.064411765
1795,1.331323529
1796,1.633823529
1797,1.877279412
1798,1.943602941
1799,1.832794118
1800,1.676691176
1801,1.616029412
1802,1.683161765
1803,1.830367647
1804,1.965441176
1805,1.98
1806,1.875661765
1807,1.713088235
1808,1.525441176
1809,1.332941176
1810,1.151764706
1811,0.981911765
1812,0.875955882
1813,0.919632353
1814,1.105661765
1815,1.369338235
1816,1.603897059
1817,1.688823529
1818,1.614411765
1819,1.447794118
1820,1.2925
1821,1.269852941
1822,1.392794118
1823,1.599044118
1824,1.794779412
1825,1.874852941
1826,1.827132353
1827,1.69125
1828,1.508455882
1829,1.319191176
1830,1.143676471
1831,0.986764706
1832,0.897794118
1833,0.949558824
1834,1.136397059
1835,1.397647059
1836,1.631397059
1837,1.717132353
1838,1.645147059
1839,1.477720588
1840,1.317573529
1841,1.289264706
1842,1.405735294
1843,1.606323529
1844,1.793161765
1845,1.858676471
1846,1.793161765
1847,1.645955882
1848,1.4575
1849,1.260147059
1850,1.0725
1851,0.914779412
1852,0.841176471
1853,0.918823529
1854,1.130735294
1855,1.413014706
1856,1.719558824
1857,2.017205882
1858,2.229926471
1859,2.258235294
1860,2.159558824
1861,2.096470588
1862,2.123161765
1863,2.206470588
1864,2.263897059
1865,2.2
1866,2.014779412
1867,1.765661765
1868,1.500367647
1869,1.254485294
1870,1.038529412
1871,0.854117647
1872,0.757058824
1873,0.816911765
1874,1.019117647
1875,1.303014706
1876,1.561029412
1877,1.724411765
1878,1.871617647
1879,1.997794118
1880,2.042279412
1881,2.088382353
1882,2.190294118
1883,2.318897059
1884,2.40625
1885,2.365808824
1886,2.197573529
1887,1.948455882
1888,1.659705882
1889,1.369338235
1890,1.108897059
1891,0.898602941
1892,0.787794118
1893,0.845220588
1894,1.053088235
1895,1.341838235
1896,1.600661765
1897,1.761617647
1898,1.904779412
1899,2.083529412
1900,2.270367647
1901,2.446691176
1902,2.602794118
1903,2.732205882
1904,2.787205882
1905,2.698235294
1906,2.475808824
1907,2.179779412
1908,1.853823529
1909,1.535147059
1910,1.25125
1911,1.010220588
1912,0.860588235
1913,0.877573529
1914,1.049852941
1915,1.309485294
1916,1.551323529
1917,1.708235294
1918,1.855441176
1919,1.984044118
1920,2.034191176
1921,2.086764706
1922,2.191911765
1923,2.322132353
1924,2.408676471
1925,2.362573529
1926,2.182205882
1927,1.926617647
1928,1.645147059
1929,1.377426471
1930,1.140441176
1931,0.935808824
1932,0.820147059
1933,0.867058824
1934,1.057941176
1935,1.331323529
1936,1.579632353
1937,1.734926471
1938,1.876470588
1939,2.055220588
1940,2.240441176
1941,2.407867647
1942,2.551838235
1943,2.675588235
1944,2.734632353
1945,2.659411765
1946,2.455588235
1947,2.175735294
1948,1.858676471
1949,1.535147059
1950,1.231029412
1951,0.964926471
1952,0.798308824
1953,0.810441176
1954,0.988382353
1955,1.256911765
1956,1.559411765
1957,1.802867647
1958,1.876470588
1959,1.835220588
1960,1.8425
1961,1.937941176
1962,2.080294118
1963,2.237205882
1964,2.348823529
1965,2.330220588
1966,2.176544118
1967,1.950073529
1968,1.696911765
1969,1.442132353
1970,1.205955882
1971,1.002132353
1972,0.884852941
1973,0.929338235
1974,1.121838235
1975,1.391176471
1976,1.628970588
1977,1.71875
1978,1.653235294
1979,1.548088235
1980,1.54
1981,1.650808824
1982,1.827941176
1983,2.031764706
1984,2.225882353
1985,2.382794118
1986,2.498455882
1987,2.582573529
1988,2.604411765
1989,2.500882353
1990,2.276029412
1991,1.987279412
1992,1.730882353
1993,1.616029412
1994,1.647573529
1995,1.763235294
1996,1.924191176
1997,2.108602941
1998,2.239632353
1999,2.212941176
